dateStr,reading,type,abbr,bookCode,chapter,vStart,vEnd
3月22日,箴言 9:1-3,箴言,箴 9:1-3,PRO,9,1,3
3月23日,申命記 9,舊約,申 9,DEU,9,1,
3月23日,申命記 10,舊約,申 10,DEU,10,1,
3月23日,路加福音 14:21-30,新約,路 14:21-30,LUK,14,21,30
3月23日,詩篇 34:9-20,詩篇,詩 34:9-20,PSA,34,9,20
3月23日,箴言 9:4-6,箴言,箴 9:4-6,PRO,9,4,6
3月24日,申命記 11,舊約,申 11,DEU,11,1,
3月24日,申命記 12,舊約,申 12,DEU,12,1,
3月24日,路加福音 15:13-30,新約,路 15:13-30,LUK,15,13,30
3月24日,詩篇 34:21-30,詩篇,詩 34:21-30,PSA,34,21,30
3月24日,箴言 9:7-9,箴言,箴 9:7-9,PRO,9,7,9
3月25日,申命記 13,舊約,申 13,DEU,13,1,
3月25日,申命記 14,舊約,申 14,DEU,14,1,
3月25日,路加福音 16:4-25,新約,路 16:4-25,LUK,16,4,25
3月25日,詩篇 35:4-15,詩篇,詩 35:4-15,PSA,35,4,15
3月25日,箴言 9:10-12,箴言,箴 9:10-12,PRO,9,10,12
3月26日,申命記 15,舊約,申 15,DEU,15,1,
3月26日,申命記 16,舊約,申 16,DEU,16,1,
3月26日,路加福音 16:26-30,新約,路 16:26-30,LUK,16,26,30
3月26日,詩篇 35:16-27,詩篇,詩 35:16-27,PSA,35,16,27
3月26日,箴言 9:13-15,箴言,箴 9:13-15,PRO,9,13,15
3月27日,申命記 17,舊約,申 17,DEU,17,1,
3月27日,申命記 18,舊約,申 18,DEU,18,1,
3月27日,路加福音 17:17-30,新約,路 17:17-30,LUK,17,17,30
3月27日,詩篇 35:28-30,詩篇,詩 35:28-30,PSA,35,28,30
3月27日,箴言 9:16-18,箴言,箴 9:16-18,PRO,9,16,18
3月28日,申命記 19,舊約,申 19,DEU,19,1,
3月28日,申命記 20,舊約,申 20,DEU,20,1,
3月28日,路加福音 18:8-29,新約,路 18:8-29,LUK,18,8,29
3月28日,詩篇 36:11-22,詩篇,詩 36:11-22,PSA,36,11,22
3月28日,箴言 9:19-21,箴言,箴 9:19-21,PRO,9,19,21
3月29日,申命記 21,舊約,申 21,DEU,21,1,
3月29日,申命記 22,舊約,申 22,DEU,22,1,
3月29日,路加福音 18:30-30,新約,路 18:30-30,LUK,18,30,30
3月29日,詩篇 36:23-30,詩篇,詩 36:23-30,PSA,36,23,30
3月29日,箴言 9:22-24,箴言,箴 9:22-24,PRO,9,22,24
3月30日,申命記 23,舊約,申 23,DEU,23,1,
3月30日,申命記 24,舊約,申 24,DEU,24,1,
3月30日,路加福音 19:21-30,新約,路 19:21-30,LUK,19,21,30
3月30日,詩篇 37:5-17,詩篇,詩 37:5-17,PSA,37,5,17
3月30日,箴言 9:25-27,箴言,箴 9:25-27,PRO,9,25,27
3月31日,申命記 25,舊約,申 25,DEU,25,1,
3月31日,申命記 26,舊約,申 26,DEU,26,1,
3月31日,路加福音 20:12-30,新約,路 20:12-30,LUK,20,12,30
3月31日,詩篇 37:18-29,詩篇,詩 37:18-29,PSA,37,18,29
3月31日,箴言 9:28-30,箴言,箴 9:28-30,PRO,9,28,30
4月1日,申命記 27,舊約,申 27,DEU,27,1,
4月1日,申命記 28,舊約,申 28,DEU,28,1,
4月1日,路加福音 21:4-24,新約,路 21:4-24,LUK,21,4,24
4月1日,詩篇 37:30-30,詩篇,詩 37:30-30,PSA,37,30,30
4月1日,箴言 10:1-3,箴言,箴 10:1-3,PRO,10,1,3
4月2日,申命記 29,舊約,申 29,DEU,29,1,
4月2日,申命記 30,舊約,申 30,DEU,30,1,
4月2日,路加福音 21:25-30,新約,路 21:25-30,LUK,21,25,30
4月2日,詩篇 38:12-24,詩篇,詩 38:12-24,PSA,38,12,24
4月2日,箴言 10:4-6,箴言,箴 10:4-6,PRO,10,4,6
4月3日,申命記 31,舊約,申 31,DEU,31,1,
4月3日,申命記 32,舊約,申 32,DEU,32,1,
4月3日,路加福音 22:17-30,新約,路 22:17-30,LUK,22,17,30
4月3日,詩篇 38:25-30,詩篇,詩 38:25-30,PSA,38,25,30
4月3日,箴言 10:7-9,箴言,箴 10:7-9,PRO,10,7,9
4月4日,申命記 33,舊約,申 33,DEU,33,1,
4月4日,申命記 34,舊約,申 34,DEU,34,1,
4月4日,路加福音 23:8-28,新約,路 23:8-28,LUK,23,8,28
4月4日,詩篇 39:7-18,詩篇,詩 39:7-18,PSA,39,7,18
4月4日,箴言 10:10-12,箴言,箴 10:10-12,PRO,10,10,12
4月5日,約書亞記 1,舊約,約 1,JOS,1,1,
4月5日,約書亞記 2,舊約,約 2,JOS,2,1,
4月5日,路加福音 23:29-30,新約,路 23:29-30,LUK,23,29,30
4月5日,詩篇 39:19-30,詩篇,詩 39:19-30,PSA,39,19,30
4月5日,箴言 10:13-15,箴言,箴 10:13-15,PRO,10,13,15
4月6日,約書亞記 3,舊約,約 3,JOS,3,1,
4月6日,約書亞記 4,舊約,約 4,JOS,4,1,
4月6日,路加福音 24:21-30,新約,路 24:21-30,LUK,24,21,30
4月6日,詩篇 40:2-13,詩篇,詩 40:2-13,PSA,40,2,13
4月6日,箴言 10:16-18,箴言,箴 10:16-18,PRO,10,16,18
4月7日,約書亞記 5,舊約,約 5,JOS,5,1,
4月7日,約書亞記 6,舊約,約 6,JOS,6,1,
4月7日,約翰福音 1:12-30,新約,約 1:12-30,JHN,1,12,30
4月7日,詩篇 40:14-25,詩篇,詩 40:14-25,PSA,40,14,25
4月7日,箴言 10:19-21,箴言,箴 10:19-21,PRO,10,19,21
4月8日,約書亞記 7,舊約,約 7,JOS,7,1,
4月8日,約書亞記 8,舊約,約 8,JOS,8,1,
4月8日,約翰福音 2:3-24,新約,約 2:3-24,JHN,2,3,24
4月8日,詩篇 40:26-30,詩篇,詩 40:26-30,PSA,40,26,30
4月8日,箴言 10:22-24,箴言,箴 10:22-24,PRO,10,22,24
4月9日,約書亞記 9,舊約,約 9,JOS,9,1,
4月9日,約書亞記 10,舊約,約 10,JOS,10,1,
4月9日,約翰福音 2:25-30,新約,約 2:25-30,JHN,2,25,30
4月9日,詩篇 41:9-20,詩篇,詩 41:9-20,PSA,41,9,20
4月9日,箴言 10:25-27,箴言,箴 10:25-27,PRO,10,25,27
4月10日,約書亞記 11,舊約,約 11,JOS,11,1,
4月10日,約書亞記 12,舊約,約 12,JOS,12,1,
4月10日,約翰福音 3:16-30,新約,約 3:16-30,JHN,3,16,30
4月10日,詩篇 41:21-30,詩篇,詩 41:21-30,PSA,41,21,30
4月10日,箴言 10:28-30,箴言,箴 10:28-30,PRO,10,28,30
4月11日,約書亞記 13,舊約,約 13,JOS,13,1,
4月11日,約書亞記 14,舊約,約 14,JOS,14,1,
4月11日,約翰福音 4:7-28,新約,約 4:7-28,JHN,4,7,28
4月11日,詩篇 42:3-15,詩篇,詩 42:3-15,PSA,42,3,15
4月11日,箴言 11:1-3,箴言,箴 11:1-3,PRO,11,1,3
4月12日,約書亞記 15,舊約,約 15,JOS,15,1,
4月12日,約書亞記 16,舊約,約 16,JOS,16,1,
4月12日,約翰福音 4:29-30,新約,約 4:29-30,JHN,4,29,30
4月12日,詩篇 42:16-27,詩篇,詩 42:16-27,PSA,42,16,27
4月12日,箴言 11:4-6,箴言,箴 11:4-6,PRO,11,4,6
4月13日,約書亞記 17,舊約,約 17,JOS,17,1,
4月13日,約書亞記 18,舊約,約 18,JOS,18,1,
4月13日,約翰福音 5:20-30,新約,約 5:20-30,JHN,5,20,30
4月13日,詩篇 42:28-30,詩篇,詩 42:28-30,PSA,42,28,30
4月13日,箴言 11:7-9,箴言,箴 11:7-9,PRO,11,7,9
4月14日,約書亞記 19,舊約,約 19,JOS,19,1,
4月14日,約書亞記 20,舊約,約 20,JOS,20,1,
4月14日,約翰福音 6:12-30,新約,約 6:12-30,JHN,6,12,30
4月14日,詩篇 43:10-22,詩篇,詩 43:10-22,PSA,43,10,22
4月14日,箴言 11:10-12,箴言,箴 11:10-12,PRO,11,10,12
4月15日,約書亞記 21,舊約,約 21,JOS,21,1,
4月15日,約書亞記 22,舊約,約 22,JOS,22,1,
4月15日,約翰福音 7:3-23,新約,約 7:3-23,JHN,7,3,23
4月15日,詩篇 43:23-30,詩篇,詩 43:23-30,PSA,43,23,30
4月15日,箴言 11:13-15,箴言,箴 11:13-15,PRO,11,13,15
4月16日,約書亞記 23,舊約,約 23,JOS,23,1,
4月16日,約書亞記 24,舊約,約 24,JOS,24,1,
4月16日,約翰福音 7:24-30,新約,約 7:24-30,JHN,7,24,30
4月16日,詩篇 44:5-16,詩篇,詩 44:5-16,PSA,44,5,16
4月16日,箴言 11:16-18,箴言,箴 11:16-18,PRO,11,16,18
4月17日,士師記 1,舊約,士 1,JDG,1,1,
4月17日,士師記 2,舊約,士 2,JDG,2,1,
4月17日,約翰福音 8:16-30,新約,約 8:16-30,JHN,8,16,30
4月17日,詩篇 44:17-29,詩篇,詩 44:17-29,PSA,44,17,29
4月17日,箴言 11:19-21,箴言,箴 11:19-21,PRO,11,19,21
4月18日,士師記 3,舊約,士 3,JDG,3,1,
4月18日,士師記 4,舊約,士 4,JDG,4,1,
4月18日,約翰福音 9:7-27,新約,約 9:7-27,JHN,9,7,27
4月18日,詩篇 44:30-30,詩篇,詩 44:30-30,PSA,44,30,30
4月18日,箴言 11:22-24,箴言,箴 11:22-24,PRO,11,22,24
4月19日,士師記 5,舊約,士 5,JDG,5,1,
4月19日,士師記 6,舊約,士 6,JDG,6,1,
4月19日,約翰福音 9:28-30,新約,約 9:28-30,JHN,9,28,30
4月19日,詩篇 45:12-23,詩篇,詩 45:12-23,PSA,45,12,23
4月19日,箴言 11:25-27,箴言,箴 11:25-27,PRO,11,25,27
4月20日,士師記 7,舊約,士 7,JDG,7,1,
4月20日,士師記 8,舊約,士 8,JDG,8,1,
4月20日,約翰福音 10:20-30,新約,約 10:20-30,JHN,10,20,30
4月20日,詩篇 45:24-30,詩篇,詩 45:24-30,PSA,45,24,30
4月20日,箴言 11:28-30,箴言,箴 11:28-30,PRO,11,28,30
4月21日,士師記 9,舊約,士 9,JDG,9,1,
4月21日,士師記 10,舊約,士 10,JDG,10,1,
4月21日,約翰福音 11:11-30,新約,約 11:11-30,JHN,11,11,30
4月21日,詩篇 46:7-18,詩篇,詩 46:7-18,PSA,46,7,18
4月21日,箴言 12:1-3,箴言,箴 12:1-3,PRO,12,1,3
4月22日,士師記 11,舊約,士 11,JDG,11,1,
4月22日,士師記 12,舊約,士 12,JDG,12,1,
4月22日,約翰福音 12:3-23,新約,約 12:3-23,JHN,12,3,23
4月22日,詩篇 46:19-30,詩篇,詩 46:19-30,PSA,46,19,30
4月22日,箴言 12:4-6,箴言,箴 12:4-6,PRO,12,4,6
4月23日,士師記 13,舊約,士 13,JDG,13,1,
4月23日,士師記 14,舊約,士 14,JDG,14,1,
4月23日,約翰福音 12:24-30,新約,約 12:24-30,JHN,12,24,30
4月23日,詩篇 47:1-13,詩篇,詩 47:1-13,PSA,47,1,13
4月23日,箴言 12:7-9,箴言,箴 12:7-9,PRO,12,7,9
4月24日,士師記 15,舊約,士 15,JDG,15,1,
4月24日,士師記 16,舊約,士 16,JDG,16,1,
4月24日,約翰福音 13:15-30,新約,約 13:15-30,JHN,13,15,30
4月24日,詩篇 47:14-25,詩篇,詩 47:14-25,PSA,47,14,25
4月24日,箴言 12:10-12,箴言,箴 12:10-12,PRO,12,10,12
4月25日,士師記 17,舊約,士 17,JDG,17,1,
4月25日,士師記 18,舊約,士 18,JDG,18,1,
4月25日,約翰福音 14:7-27,新約,約 14:7-27,JHN,14,7,27
4月25日,詩篇 47:26-30,詩篇,詩 47:26-30,PSA,47,26,30
4月25日,箴言 12:13-15,箴言,箴 12:13-15,PRO,12,13,15
4月26日,士師記 19,舊約,士 19,JDG,19,1,
4月26日,士師記 20,舊約,士 20,JDG,20,1,
4月26日,約翰福音 14:28-30,新約,約 14:28-30,JHN,14,28,30
4月26日,詩篇 48:8-20,詩篇,詩 48:8-20,PSA,48,8,20
4月26日,箴言 12:16-18,箴言,箴 12:16-18,PRO,12,16,18
4月27日,士師記 21,舊約,士 21,JDG,21,1,
4月27日,路得記 1,舊約,路 1,RUT,1,1,
4月27日,約翰福音 15:19-30,新約,約 15:19-30,JHN,15,19,30
4月27日,詩篇 48:21-30,詩篇,詩 48:21-30,PSA,48,21,30
4月27日,箴言 12:19-21,箴言,箴 12:19-21,PRO,12,19,21
4月28日,路得記 2,舊約,路 2,RUT,2,1,
4月28日,路得記 3,舊約,路 3,RUT,3,1,
4月28日,約翰福音 16:11-30,新約,約 16:11-30,JHN,16,11,30
4月28日,詩篇 49:3-14,詩篇,詩 49:3-14,PSA,49,3,14
4月28日,箴言 12:22-24,箴言,箴 12:22-24,PRO,12,22,24
4月29日,路得記 4,舊約,路 4,RUT,4,1,
4月29日,撒母耳記上 1,舊約,撒上 1,1SA,1,1,
4月29日,約翰福音 17:2-23,新約,約 17:2-23,JHN,17,2,23
4月29日,詩篇 49:15-27,詩篇,詩 49:15-27,PSA,49,15,27
4月29日,箴言 12:25-27,箴言,箴 12:25-27,PRO,12,25,27
4月30日,撒母耳記上 2,舊約,撒上 2,1SA,2,1,
4月30日,撒母耳記上 3,舊約,撒上 3,1SA,3,1,
4月30日,約翰福音 17:24-30,新約,約 17:24-30,JHN,17,24,30
4月30日,詩篇 49:28-30,詩篇,詩 49:28-30,PSA,49,28,30
4月30日,箴言 12:28-30,箴言,箴 12:28-30,PRO,12,28,30
5月1日,撒母耳記上 4,舊約,撒上 4,1SA,4,1,
5月1日,撒母耳記上 5,舊約,撒上 5,1SA,5,1,
5月1日,約翰福音 18:15-30,新約,約 18:15-30,JHN,18,15,30
5月1日,詩篇 50:10-21,詩篇,詩 50:10-21,PSA,50,10,21
5月1日,箴言 13:1-3,箴言,箴 13:1-3,PRO,13,1,3
5月2日,撒母耳記上 6,舊約,撒上 6,1SA,6,1,
5月2日,撒母耳記上 7,舊約,撒上 7,1SA,7,1,
5月2日,約翰福音 19:6-27,新約,約 19:6-27,JHN,19,6,27
5月2日,詩篇 50:22-30,詩篇,詩 50:22-30,PSA,50,22,30
5月2日,箴言 13:4-6,箴言,箴 13:4-6,PRO,13,4,6
5月3日,撒母耳記上 8,舊約,撒上 8,1SA,8,1,
5月3日,撒母耳記上 9,舊約,撒上 9,1SA,9,1,
5月3日,約翰福音 19:28-30,新約,約 19:28-30,JHN,19,28,30
5月3日,詩篇 51:5-16,詩篇,詩 51:5-16,PSA,51,5,16
5月3日,箴言 13:7-9,箴言,箴 13:7-9,PRO,13,7,9
5月4日,撒母耳記上 10,舊約,撒上 10,1SA,10,1,
5月4日,撒母耳記上 11,舊約,撒上 11,1SA,11,1,
5月4日,約翰福音 20:19-30,新約,約 20:19-30,JHN,20,19,30
5月4日,詩篇 51:17-28,詩篇,詩 51:17-28,PSA,51,17,28
5月4日,箴言 13:10-12,箴言,箴 13:10-12,PRO,13,10,12
5月5日,撒母耳記上 12,舊約,撒上 12,1SA,12,1,
5月5日,撒母耳記上 13,舊約,撒上 13,1SA,13,1,
5月5日,約翰福音 21:10-30,新約,約 21:10-30,JHN,21,10,30
5月5日,詩篇 51:29-30,詩篇,詩 51:29-30,PSA,51,29,30
5月5日,箴言 13:13-15,箴言,箴 13:13-15,PRO,13,13,15
5月6日,撒母耳記上 14,舊約,撒上 14,1SA,14,1,
5月6日,撒母耳記上 15,舊約,撒上 15,1SA,15,1,
5月6日,使徒行傳 1:2-22,新約,徒 1:2-22,ACT,1,2,22
5月6日,詩篇 52:12-23,詩篇,詩 52:12-23,PSA,52,12,23
5月6日,箴言 13:16-18,箴言,箴 13:16-18,PRO,13,16,18
5月7日,撒母耳記上 16,舊約,撒上 16,1SA,16,1,
5月7日,撒母耳記上 17,舊約,撒上 17,1SA,17,1,
5月7日,使徒行傳 1:23-30,新約,徒 1:23-30,ACT,1,23,30
5月7日,詩篇 52:24-30,詩篇,詩 52:24-30,PSA,52,24,30
5月7日,箴言 13:19-21,箴言,箴 13:19-21,PRO,13,19,21
5月8日,撒母耳記上 18,舊約,撒上 18,1SA,18,1,
5月8日,撒母耳記上 19,舊約,撒上 19,1SA,19,1,
5月8日,使徒行傳 2:14-30,新約,徒 2:14-30,ACT,2,14,30
5月8日,詩篇 53:6-18,詩篇,詩 53:6-18,PSA,53,6,18
5月8日,箴言 13:22-24,箴言,箴 13:22-24,PRO,13,22,24
5月9日,撒母耳記上 20,舊約,撒上 20,1SA,20,1,
5月9日,撒母耳記上 21,舊約,撒上 21,1SA,21,1,
5月9日,使徒行傳 3:6-26,新約,徒 3:6-26,ACT,3,6,26
5月9日,詩篇 53:19-30,詩篇,詩 53:19-30,PSA,53,19,30
5月9日,箴言 13:25-27,箴言,箴 13:25-27,PRO,13,25,27
5月10日,撒母耳記上 22,舊約,撒上 22,1SA,22,1,
5月10日,撒母耳記上 23,舊約,撒上 23,1SA,23,1,
5月10日,使徒行傳 3:27-30,新約,徒 3:27-30,ACT,3,27,30
5月10日,詩篇 54:1-12,詩篇,詩 54:1-12,PSA,54,1,12
5月10日,箴言 13:28-30,箴言,箴 13:28-30,PRO,13,28,30
5月11日,撒母耳記上 24,舊約,撒上 24,1SA,24,1,
5月11日,撒母耳記上 25,舊約,撒上 25,1SA,25,1,
5月11日,使徒行傳 4:19-30,新約,徒 4:19-30,ACT,4,19,30
5月11日,詩篇 54:13-25,詩篇,詩 54:13-25,PSA,54,13,25
5月11日,箴言 14:1-3,箴言,箴 14:1-3,PRO,14,1,3
5月12日,撒母耳記上 26,舊約,撒上 26,1SA,26,1,
5月12日,撒母耳記上 27,舊約,撒上 27,1SA,27,1,
5月12日,使徒行傳 5:10-30,新約,徒 5:10-30,ACT,5,10,30
5月12日,詩篇 54:26-30,詩篇,詩 54:26-30,PSA,54,26,30
5月12日,箴言 14:4-6,箴言,箴 14:4-6,PRO,14,4,6
5月13日,撒母耳記上 28,舊約,撒上 28,1SA,28,1,
5月13日,撒母耳記上 29,舊約,撒上 29,1SA,29,1,
5月13日,使徒行傳 6:1-22,新約,徒 6:1-22,ACT,6,1,22
5月13日,詩篇 55:8-19,詩篇,詩 55:8-19,PSA,55,8,19
5月13日,箴言 14:7-9,箴言,箴 14:7-9,PRO,14,7,9
5月14日,撒母耳記上 30,舊約,撒上 30,1SA,30,1,
5月14日,撒母耳記上 31,舊約,撒上 31,1SA,31,1,
5月14日,使徒行傳 6:23-30,新約,徒 6:23-30,ACT,6,23,30
5月14日,詩篇 55:20-30,詩篇,詩 55:20-30,PSA,55,20,30
5月14日,箴言 14:10-12,箴言,箴 14:10-12,PRO,14,10,12
5月15日,撒母耳記下 1,舊約,撒下 1,2SA,1,1,
5月15日,撒母耳記下 2,舊約,撒下 2,2SA,2,1,
5月15日,使徒行傳 7:14-30,新約,徒 7:14-30,ACT,7,14,30
5月15日,詩篇 56:3-14,詩篇,詩 56:3-14,PSA,56,3,14
5月15日,箴言 14:13-15,箴言,箴 14:13-15,PRO,14,13,15
5月16日,撒母耳記下 3,舊約,撒下 3,2SA,3,1,
5月16日,撒母耳記下 4,舊約,撒下 4,2SA,4,1,
5月16日,使徒行傳 8:5-26,新約,徒 8:5-26,ACT,8,5,26
5月16日,詩篇 56:15-26,詩篇,詩 56:15-26,PSA,56,15,26
5月16日,箴言 14:16-18,箴言,箴 14:16-18,PRO,14,16,18
5月17日,撒母耳記下 5,舊約,撒下 5,2SA,5,1,
5月17日,撒母耳記下 6,舊約,撒下 6,2SA,6,1,
5月17日,使徒行傳 8:27-30,新約,徒 8:27-30,ACT,8,27,30
5月17日,詩篇 56:27-30,詩篇,詩 56:27-30,PSA,56,27,30
5月17日,箴言 14:19-21,箴言,箴 14:19-21,PRO,14,19,21
5月18日,撒母耳記下 7,舊約,撒下 7,2SA,7,1,
5月18日,撒母耳記下 8,舊約,撒下 8,2SA,8,1,
5月18日,使徒行傳 9:18-30,新約,徒 9:18-30,ACT,9,18,30
5月18日,詩篇 57:10-21,詩篇,詩 57:10-21,PSA,57,10,21
5月18日,箴言 14:22-24,箴言,箴 14:22-24,PRO,14,22,24
5月19日,撒母耳記下 9,舊約,撒下 9,2SA,9,1,
5月19日,撒母耳記下 10,舊約,撒下 10,2SA,10,1,
5月19日,使徒行傳 10:10-30,新約,徒 10:10-30,ACT,10,10,30
5月19日,詩篇 57:22-30,詩篇,詩 57:22-30,PSA,57,22,30
5月19日,箴言 14:25-27,箴言,箴 14:25-27,PRO,14,25,27
5月20日,撒母耳記下 11,舊約,撒下 11,2SA,11,1,
5月20日,撒母耳記下 12,舊約,撒下 12,2SA,12,1,
5月20日,使徒行傳 11:1-21,新約,徒 11:1-21,ACT,11,1,21
5月20日,詩篇 58:4-16,詩篇,詩 58:4-16,PSA,58,4,16
5月20日,箴言 14:28-30,箴言,箴 14:28-30,PRO,14,28,30
5月21日,撒母耳記下 13,舊約,撒下 13,2SA,13,1,
5月21日,撒母耳記下 14,舊約,撒下 14,2SA,14,1,
5月21日,使徒行傳 11:22-30,新約,徒 11:22-30,ACT,11,22,30
5月21日,詩篇 58:17-28,詩篇,詩 58:17-28,PSA,58,17,28
5月21日,箴言 15:1-3,箴言,箴 15:1-3,PRO,15,1,3
5月22日,撒母耳記下 15,舊約,撒下 15,2SA,15,1,
5月22日,撒母耳記下 16,舊約,撒下 16,2SA,16,1,
5月22日,使徒行傳 12:14-30,新約,徒 12:14-30,ACT,12,14,30
5月22日,詩篇 58:29-30,詩篇,詩 58:29-30,PSA,58,29,30
5月22日,箴言 15:4-6,箴言,箴 15:4-6,PRO,15,4,6
5月23日,撒母耳記下 17,舊約,撒下 17,2SA,17,1,
5月23日,撒母耳記下 18,舊約,撒下 18,2SA,18,1,
5月23日,使徒行傳 13:5-25,新約,徒 13:5-25,ACT,13,5,25
5月23日,詩篇 59:11-23,詩篇,詩 59:11-23,PSA,59,11,23
5月23日,箴言 15:7-9,箴言,箴 15:7-9,PRO,15,7,9
5月24日,撒母耳記下 19,舊約,撒下 19,2SA,19,1,
5月24日,撒母耳記下 20,舊約,撒下 20,2SA,20,1,
5月24日,使徒行傳 13:26-30,新約,徒 13:26-30,ACT,13,26,30
5月24日,詩篇 59:24-30,詩篇,詩 59:24-30,PSA,59,24,30
5月24日,箴言 15:10-12,箴言,箴 15:10-12,PRO,15,10,12
5月25日,撒母耳記下 21,舊約,撒下 21,2SA,21,1,
5月25日,撒母耳記下 22,舊約,撒下 22,2SA,22,1,
5月25日,使徒行傳 14:18-30,新約,徒 14:18-30,ACT,14,18,30
5月25日,詩篇 60:6-17,詩篇,詩 60:6-17,PSA,60,6,17
5月25日,箴言 15:13-15,箴言,箴 15:13-15,PRO,15,13,15
5月26日,撒母耳記下 23,舊約,撒下 23,2SA,23,1,
5月26日,撒母耳記下 24,舊約,撒下 24,2SA,24,1,
5月26日,使徒行傳 15:9-30,新約,徒 15:9-30,ACT,15,9,30
5月26日,詩篇 60:18-30,詩篇,詩 60:18-30,PSA,60,18,30
5月26日,箴言 15:16-18,箴言,箴 15:16-18,PRO,15,16,18
5月27日,列王紀上 1,舊約,列上 1,1KI,1,1,
5月27日,列王紀上 2,舊約,列上 2,1KI,2,1,
5月27日,使徒行傳 16:1-21,新約,徒 16:1-21,ACT,16,1,21
5月27日,詩篇 61:1-12,詩篇,詩 61:1-12,PSA,61,1,12
5月27日,箴言 15:19-21,箴言,箴 15:19-21,PRO,15,19,21
5月28日,列王紀上 3,舊約,列上 3,1KI,3,1,
5月28日,列王紀上 4,舊約,列上 4,1KI,4,1,
5月28日,使徒行傳 16:22-30,新約,徒 16:22-30,ACT,16,22,30
5月28日,詩篇 61:13-24,詩篇,詩 61:13-24,PSA,61,13,24
5月28日,箴言 15:22-24,箴言,箴 15:22-24,PRO,15,22,24
5月29日,列王紀上 5,舊約,列上 5,1KI,5,1,
5月29日,列王紀上 6,舊約,列上 6,1KI,6,1,
5月29日,使徒行傳 17:13-30,新約,徒 17:13-30,ACT,17,13,30
5月29日,詩篇 61:25-30,詩篇,詩 61:25-30,PSA,61,25,30
5月29日,箴言 15:25-27,箴言,箴 15:25-27,PRO,15,25,27
5月30日,列王紀上 7,舊約,列上 7,1KI,7,1,
5月30日,列王紀上 8,舊約,列上 8,1KI,8,1,
5月30日,使徒行傳 18:5-25,新約,徒 18:5-25,ACT,18,5,25
5月30日,詩篇 62:7-19,詩篇,詩 62:7-19,PSA,62,7,19
5月30日,箴言 15:28-30,箴言,箴 15:28-30,PRO,15,28,30
5月31日,列王紀上 9,舊約,列上 9,1KI,9,1,
5月31日,列王紀上 10,舊約,列上 10,1KI,10,1,
5月31日,使徒行傳 18:26-30,新約,徒 18:26-30,ACT,18,26,30
5月31日,詩篇 62:20-30,詩篇,詩 62:20-30,PSA,62,20,30
5月31日,箴言 16:1-3,箴言,箴 16:1-3,PRO,16,1,3
6月1日,列王紀上 11,舊約,列上 11,1KI,11,1,
6月1日,列王紀上 12,舊約,列上 12,1KI,12,1,
6月1日,使徒行傳 19:17-30,新約,徒 19:17-30,ACT,19,17,30
6月1日,詩篇 63:2-13,詩篇,詩 63:2-13,PSA,63,2,13
6月1日,箴言 16:4-6,箴言,箴 16:4-6,PRO,16,4,6
6月2日,列王紀上 13,舊約,列上 13,1KI,13,1,
6月2日,列王紀上 14,舊約,列上 14,1KI,14,1,
6月2日,使徒行傳 20:9-29,新約,徒 20:9-29,ACT,20,9,29
6月2日,詩篇 63:14-26,詩篇,詩 63:14-26,PSA,63,14,26
6月2日,箴言 16:7-9,箴言,箴 16:7-9,PRO,16,7,9
6月3日,列王紀上 15,舊約,列上 15,1KI,15,1,
6月3日,列王紀上 16,舊約,列上 16,1KI,16,1,
6月3日,使徒行傳 20:30-30,新約,徒 20:30-30,ACT,20,30,30
6月3日,詩篇 63:27-30,詩篇,詩 63:27-30,PSA,63,27,30
6月3日,箴言 16:10-12,箴言,箴 16:10-12,PRO,16,10,12
6月4日,列王紀上 17,舊約,列上 17,1KI,17,1,
6月4日,列王紀上 18,舊約,列上 18,1KI,18,1,
6月4日,使徒行傳 21:21-30,新約,徒 21:21-30,ACT,21,21,30
6月4日,詩篇 64:9-20,詩篇,詩 64:9-20,PSA,64,9,20
6月4日,箴言 16:13-15,箴言,箴 16:13-15,PRO,16,13,15
6月5日,列王紀上 19,舊約,列上 19,1KI,19,1,
6月5日,列王紀上 20,舊約,列上 20,1KI,20,1,
6月5日,使徒行傳 22:13-30,新約,徒 22:13-30,ACT,22,13,30
6月5日,詩篇 64:21-30,詩篇,詩 64:21-30,PSA,64,21,30
6月5日,箴言 16:16-18,箴言,箴 16:16-18,PRO,16,16,18
6月6日,列王紀上 21,舊約,列上 21,1KI,21,1,
6月6日,列王紀上 22,舊約,列上 22,1KI,22,1,
6月6日,使徒行傳 23:4-25,新約,徒 23:4-25,ACT,23,4,25
6月6日,詩篇 65:4-15,詩篇,詩 65:4-15,PSA,65,4,15
6月6日,箴言 16:19-21,箴言,箴 16:19-21,PRO,16,19,21
6月7日,列王紀下 1,舊約,列下 1,2KI,1,1,
6月7日,列王紀下 2,舊約,列下 2,2KI,2,1,
6月7日,使徒行傳 23:26-30,新約,徒 23:26-30,ACT,23,26,30
6月7日,詩篇 65:16-27,詩篇,詩 65:16-27,PSA,65,16,27
6月7日,箴言 16:22-24,箴言,箴 16:22-24,PRO,16,22,24
6月8日,列王紀下 3,舊約,列下 3,2KI,3,1,
6月8日,列王紀下 4,舊約,列下 4,2KI,4,1,
6月8日,使徒行傳 24:17-30,新約,徒 24:17-30,ACT,24,17,30
6月8日,詩篇 65:28-30,詩篇,詩 65:28-30,PSA,65,28,30
6月8日,箴言 16:25-27,箴言,箴 16:25-27,PRO,16,25,27
